,unit_id,unit_state,trusted_judgments,last_judgment,predicted_category,confidence,tweet
141,191783151,finalized,3,2012-08-17 22:06:00.000Z,Caution and advice,0.6594,  New Meso... Tornado WATCH is likely just west of the Tri-State ... #ILwx #KYwx #tristatewx
142,191783152,finalized,3,2012-08-19 10:04:00.000Z,Caution and advice,0.6736,"  Denning has taken a direct hit from this large, dangerous tornado, which is headed toward I- between HWY  and Clarksville."
143,191783153,finalized,5,2012-08-18 21:42:00.000Z,Caution and advice,0.8145,  Weather spotters confirm a tornado is on the ground moving toward Joplin.
144,191783154,finalized,3,2012-08-18 20:08:00.000Z,Caution and advice,0.6962, Heard these was a tornado in the Chicago area FWIW.
145,191783155,finalized,3,2012-08-18 20:08:00.000Z,Caution and advice,1.0,  Tornado warning ended for Hamilton. Still severe thunderstorm warnings.
146,191783156,finalized,3,2012-08-19 18:08:00.000Z,Caution and advice,1.0, oh that could be it. But be careful they just issued a tornado warning for all southeastern mi..........
147,191783157,finalized,4,2012-08-18 09:48:00.000Z,Caution and advice,0.7628,Looks like new #tornado #warning for #Springfield MA area!crazyness ... coverage: Springfield: WWLP.com WGGB.com Boston: WBZtv.com WHDH.com
148,191783158,finalized,3,2012-08-17 01:22:00.000Z,Caution and advice,1.0,    TORNADO WARNING issued for parts of GALLATIN; WHITE; POSEY; HENDERSON; UNION county in IL/IN/KY ...
149,191783159,finalized,3,2012-08-18 11:58:00.000Z,Caution and advice,0.7117,"Horrible.   More severe weather moving into tornado-hit #Joplin, Missouri, area. "
150,191783160,finalized,3,2012-08-18 21:41:00.000Z,Caution and advice,1.0,  Storm spotters reporting tornado on the ground northeast of Bedford right now
151,191783161,finalized,3,2012-08-18 21:39:00.000Z,Caution and advice,0.7120000000000001,  FEMA  now enroute to #JOPLIN with IMAT team with full support team at the ready.  #JOPLIN
152,191783162,finalized,3,2012-08-18 20:22:00.000Z,Caution and advice,0.6319,"  After a #tornado Limit travel, sightseeing can impede emergency response #tornado #springfield #MA #WX Stay home, stay ..."
153,191783163,finalized,3,2012-08-17 11:06:00.000Z,Caution and advice,1.0,Tornado warning! AHHH
154,191783164,finalized,4,2012-08-19 03:41:00.000Z,Caution and advice,0.5536,  Another TORNADO report ...now just west of Seymour and north of US .
155,191783165,finalized,3,2012-08-18 21:29:00.000Z,Caution and advice,0.6579, Look out for Tornado's
156,191783166,finalized,3,2012-08-17 21:50:00.000Z,Caution and advice,0.6438,Ahhhhhh! We have a tornado watch!!!
157,191783167,finalized,3,2012-08-18 20:08:00.000Z,Caution and advice,0.645,Tornado Watch Wednesday: Report In Liveblog # 
158,191783168,finalized,3,2012-08-17 00:32:00.000Z,Caution and advice,1.0,Tornado warning for Midland and southern Midland county #michigan
159,191783169,finalized,3,2012-08-19 16:49:00.000Z,Caution and advice,0.7025,tornado watch for central mississippi including starkville till AM..expect the strongest storms between  and AM.
160,191783170,finalized,3,2012-08-18 21:29:00.000Z,Caution and advice,0.6568,"  TAKE COVER near Beaman, MO and eastern Pettis County.  #Tornado likely doing damage.   "
161,191783171,finalized,3,2012-08-19 16:39:00.000Z,Caution and advice,1.0,Tornado Warning for Oakland County in MI until :pm EDT.
162,191783172,finalized,3,2012-08-19 08:01:00.000Z,Caution and advice,1.0,"  Brief #tornado reported near Rose, NE.  The supercell they're tracking:    #newx"
163,191783173,finalized,4,2012-08-19 07:39:00.000Z,Caution and advice,1.0,"Tornado Warning for Elkhart, Kosciusko, Lagrange, Marshall, Noble and St. Joseph County in IN until :pm EDT. #inwx"
164,191783174,finalized,4,2012-08-18 19:46:00.000Z,Caution and advice,1.0,"  Weather spotters report #tornado moving toward Joplin, Missouri, at  mph "
165,191783175,finalized,3,2012-08-18 20:01:00.000Z,Caution and advice,0.617,"  Fans at Rangers game in Arlington, Texas, are sheltering in place after tornado warning -   ..."
166,191783176,finalized,4,2012-08-18 21:17:00.000Z,Caution and advice,0.5147,Tornado Terjang Massachusetts: // :  
167,191783177,finalized,3,2012-08-16 05:55:00.000Z,Caution and advice,0.7419,From #Joplin site: Police &fire officials strongly encourage anyone who does not live in the affected area to stay clear of damage site.
168,191783178,finalized,3,2012-08-17 01:16:00.000Z,Caution and advice,0.6984,SPC Tornado Watch  Status Reports 
169,191783179,finalized,3,2012-08-15 19:11:00.000Z,Caution and advice,0.6757,Another possible Tornado near Amherst
170,191783180,finalized,3,2012-08-19 18:08:00.000Z,Caution and advice,0.6667,"Storms rolling in... The classic combo of thunderstorm warning + tornado watch = sirens... HA HA insomnia, storms always defeat you! Zzzzz.."
171,191783181,finalized,5,2012-08-16 13:49:00.000Z,Caution and advice,0.8048,  Tornado Risk Seen For Social Security Data Center 
172,191783182,finalized,3,2012-08-14 20:05:00.000Z,Caution and advice,0.6348,"  Just In:  A tornado was spotted near midtown Memphis, Tennessee, according to the National Weather Service."
173,191783183,finalized,4,2012-08-18 20:01:00.000Z,Caution and advice,0.5255,  A tornado watch is in effect for Nassau County and all of New York City until  p.m. today 
174,191783184,finalized,3,2012-08-16 17:00:00.000Z,Caution and advice,0.6946,"  #Tornado near Brimfield, MA moving E.  Will pass very close AGAIN to Sturbridge, MA.  TAKE COVER!  Alert:  . ..."
175,191783185,finalized,3,2012-08-14 19:15:00.000Z,Caution and advice,1.0,Tornado Warning :(
